PROVINCE_NAME,DISTRICT_NAME,LOCATION_ID
North Western,Kurunegala,53027
Central,Matale,53072
North Central,Polonnaruwa,53090
Eastern,Batticaloa,53177
Eastern,Batticaloa,53178
North Central,Polonnaruwa,53381
Eastern,Batticaloa,53427
Eastern,Batticaloa,53429
North Western,Kurunegala,53761
North Western,Kurunegala,53774
North Western,Kurunegala,53797
Central,Matale,53810
Central,Matale,53822
North Central,Polonnaruwa,53864
Eastern,Batticaloa,53927
North Western,Kurunegala,54038
Central,Matale,54071
North Western,Puttalam,54234
North Western,Kurunegala,54281
North Western,Kurunegala,54284
Central,Matale,54327
Central,Matale,54334
North Central,Polonnaruwa,54349
Eastern,Batticaloa,54427
North Western,Puttalam,54503
North Western,Kurunegala,54510
North Western,Kurunegala,54520
North Western,Kurunegala,54550
Central,Matale,54578
Eastern,Batticaloa,54678
Central,Matale,54828
North Western,Puttalam,54983
North Western,Puttalam,54996
Central,Matale,55070
Central,Matale,55329
Central,Matale,55331
North Western,Kurunegala,55535
North Central,Polonnaruwa,55633
Eastern,Batticaloa,55680
North Western,Puttalam,55761
Central,Matale,55831
Central,Matale,55832
Central,Matale,55838
Central,Matale,55845
North Central,Polonnaruwa,56106
North Western,Puttalam,56493
North Central,Anuradhapura,56571
Central,Matale,56586
Central,Matale,56587
Central,Matale,56591
North Western,Puttalam,56738
North Central,Anuradhapura,56835
North Central,Polonnaruwa,56882
North Central,Polonnaruwa,56887
North Central,Polonnaruwa,56888
Eastern,Batticaloa,56933
Eastern,Batticaloa,56934
